genome,D300418,D300419,D300420,D300421,D300422,D300423,D300424,D300425,D300426,D300427,D300428,D300429,D300430,D300431,D300432,D300433,D300434,D300435,D300436,D300437,D300438,D300439,D300440,D300441,D300442,D300443,D300444,D300445,D300446,D300447,D300448,D300449,D300450,D300451,D300452,D300453,D300454,D300455,D300456,D300457,D300458,D300459,D300460,D300461,D300462,D300463,D300464,D300465,D300466,D300467,D300468,D300469,D300470,D300471,D300472,D300473,D300474,D300475,D300476,D300477,D300478,D300479,D300480,D300481,D300482,D300483,D300484,D300485,D300486,D300487,D300488,D300489,D300490,D300491,D300492,D300493,D300494,D300495,D300496,D300497,D300498,D300499,D300500,D300501,D300502,D300503,D300504,D300505,D300506,D300507,D300508,D300509,D300510,D300511,D300512,D300513,D300514,D300515,D300516,D300517,D300518,D300519,D300520,D300521,D300522,D300523,D300524,D300525,D300526,D300527,D300528,D300529,D300530,D300531
GPB:bin_000140,5.053,29.667,14.078,2.16,16.989,45.792,37.593,19.72,34.618,2.281,2.445,8.594,9.64,9.947,41.472,38.052,38.151,40.565,25.605,11.795,12.722,11.268,31.78,27.84,51.593,1.755,43.171,90.573,33.317,32.18,9.753,38.054,33.889,3.447,26.509,17.839,2.801,17.236,31.576,28.978,6.843,11.874,13.633,39.77,11.615,53.145,13.084,10.778,1.366,5.459,2.969,17.244,48.625,6.618,34.467,16.203,3.241,15.147,14.237,119.524,4.016,40.306,2.113,27.274,51.309,1.759,1.649,62.354,11.993,7.97,12.386,5.602,5.957,3.033,86.448,7.11,22.911,4.571,1.327,6.118,4.377,9.187,9.419,28.316,10.956,6.419,6.34,3.76,9.453,19.223,1.943,3.443,1.4,2.839,1.377,17.188,2.88,12.951,5.355,2.824,7.223,10.362,12.736,1.898,33.497,51.008,12.753,4.065,3.391,4.075,10.366,1.152,0,0
GPB:bin_000141,13.513,0,0,0,0,0,0,0,0,5.235,0,0,0,0,0,0,0,0,0,0,0,21.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,6.287,0,0,0,0,0,4.91,0,18.942,0,0,4.789,0,0,0,0,0,2.549,0,5.043,0,0,0,8.515,0,0,0,0,6.158,6.597,0,0,0,0,0,0,0,12.924,0,6.011,0,0,0,0,0,4.628,0,0,0,0,0,0,13.003,0,0,0,0,0,0,0,7.266,2.21,0,0,0
GPB:bin_000142,8.962,0,0,0,0,0,0,0,0,3.447,0,0,0,0,0,0,0,0,0,0,0,36.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.401,0,0,0,0,0,0,0,0,13.476,0,0,0,0,0,0,0,21.914,0,0,4.967,0,0,0,0,0,3.566,0,0,0,0,0,7.992,0,0,0,0,5.208,6.652,0,0,0,0,0,0,0,4.106,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,15.351,0,0,0,0,0,0,0,9.593,4.079,0,0,0
GPB:bin_000143,66.948,166.024,136.388,35.146,6.64,124.439,12.251,10.654,48.642,38.004,5.231,82.425,202.115,440.543,260.877,153.424,40.23,33.092,58.62,5.155,180.957,315.05,79.522,115.28,60.036,14.768,173.277,73.094,200.968,43.729,88.982,129.453,14.832,19.907,116.553,66.996,11.724,70.403,32.656,72.132,27.028,97.532,48.661,38.445,67.738,205.994,26.924,77.799,87.182,144.276,27.136,31.934,42.424,120.152,48.034,260.941,21.243,154.008,27.678,93.757,40.272,165.74,34.919,26.454,245.364,4.958,40.751,31.197,88.081,74.903,37.193,12.024,135.534,64.427,358.527,64.285,106.014,22.532,52.494,35.744,34.821,22.278,96.285,130.657,70.15,93.118,127.4,34.419,66.742,95.9,48.853,2.738,13.378,34.334,40.628,30.303,11.531,20.311,5.58,2.058,43.339,127.282,55.47,30.495,111.548,87.512,40.624,20.054,18.693,73.587,28.05,21.723,0,0
GPB:bin_000145,0,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.113,0,0,0.575,0,0,0,0,0,0,0,0,0,0,0,0,11.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000146,0,0,0,0,5.334,75.421,33.552,18.01,27.347,0,0,15.11,0,58.721,0,9.596,4.192,15.819,48.329,4.074,11.546,0,29.274,40.585,9.505,0,19.317,34.539,0,31.505,17.115,0,33.119,0,33.895,5.721,0,11.003,35.706,42.636,0,0,3.041,22.834,0,60.615,3.387,5.727,0,0,0,3.614,23.55,3.704,5.302,0,3.569,0,0,64.637,0,25.316,0,18.133,3.684,0,0,20.365,0,0,0,26.066,0,9.48,0,2.219,35.798,0,0,2.578,0,3.193,12.713,18.316,17.254,2.537,0,2.026,0,2.651,5.068,0,0,2.666,0,4.131,0,2.076,0,0,19.69,0,4.963,2.362,15.857,9.631,3.07,0,3.259,0,0,0,0,0
GPB:bin_000147,0,0,0,0,121.094,47.099,46.612,152.681,147.07,0,4.484,0,0,0,0,0,8.365,8.871,0,3.925,6.608,0,48.524,36.199,18.968,3.966,0,0,0,63.653,3.66,0,65.867,0,0,82.688,0,10.31,96.884,18.55,0,0,7.72,59.517,0,0,0,18.389,0,0,0,14.887,0,0,0,0,0,0,0,0,0,0,11.408,84.083,0,0,0,107.528,0,0,0,3.828,7.171,3.087,0,0,9.818,0,0,0,0,26.624,0,0,0,4.854,0,8.296,0,25.319,3.581,14.188,11.423,0,3.918,7.941,0,0,0,12.124,0,0,7.142,3.935,0,61.125,9.965,0,0,0,0,15.862,0,0
GPB:bin_000148,0,0,0,2.314,0,0,0,0,0,0,4.443,87.653,0,0,0,0,0,0,0,0,12.466,0,0,0,0,1.691,0,0,0,0,20.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.831,0,0,0,0,0,0,0,11.081,0,9.221,0,0,0,0,0,104.705,0,0,0,0,0,0,0,143.565,2.491,0,2.545,0,0,0,0,0,2.113,4.141,0,1.588,0,2.201,0,0,0,0,0,0,4.074,14.089,17.296,0,0,6.852,14.274,0,3.906,3.921,0,0,3.304,0,0,0,0,4.191,0,0,22.691,0,0
GPB:bin_000149,0,0,0,0,0,0,0,0,0,3.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.174,0,0,0,0,0,1.291,0,0,0,0,0,0,0,0,0,0,1.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000151,0,0,0,0,10.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.245,0,0,0,0,0,0,0,0,0,0,0,2.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.841,0,0,0,0,0,0,0,0
GPB:bin_000152,0,0,0,5.596,4.652,0,0,0,0,0,13.692,0,0,0,0,0,0,0,0,2.458,5.649,0,0,0,0,5.382,0,0,0,7.479,0,16.511,0,0,0,8.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.908,0,0,4.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.578,2.038,0,0,0,0,0,0,8.851,0,0,0,2.758,0,13.382,0,0,0,0,0,6.679,0,0
GPB:bin_000153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.124,0,0,0,0,0,2.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000155,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.406,0,0,0,0,0,0,0,0,0,6.158,0,0,0,0,0,10.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.613,0,0,0,0,0,0,0,0
GPB:bin_000156,1.542,0,0,0,0,0,0,0,0,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,1.288,0,0,0,0,0,3.84,0,0,3.067,0,0,0,0,0,0,0,0,0,0,3.063,0,0,0,0,0,3.593,0,0,0,0,0,4.988,0,0,5.195,0,5.018,0,7.62,0,1.429,0,0,0,7.187,3.059,0,0,0,0,0,0,0,7.203,0,2.239,2.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000159,0,0,0,0,2.492,0,0,3.912,0,0,0,0,0,0,0,0,0,9.775,0,1.846,0,0,0,0,0,7.187,0,0,0,1.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.86,0,0,0,0,0,0,1.224,0,0,0,2.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.054,0,0,0,0,0
GPB:bin_000161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.476,0,0,0,0,0,0,0,0,20.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000166,0,0,0,0,16.846,0,5.465,13.342,33.157,0,9.433,6.872,0,13.817,34.674,13.15,14.665,21.587,27.941,7.596,16.334,0,17.359,39.196,12.978,28.487,38.627,0,0,32.576,18.938,0,13.529,0,23.771,23.801,0,26.735,28.234,7.69,0,0,12.209,28.563,0,44.893,9.858,26.082,0,0,0,25.856,21.417,8.12,4.373,0,17.496,0,0,0,0,0,10.291,28.686,43.681,0,2.822,24.096,0,0,41.657,24.27,0,12.527,0,19.878,17.999,0,0,16.071,0,23.526,5.977,36.904,17.183,37.648,0,11.611,0,14.247,9.453,11.463,0,18.15,0,10.672,13.157,8.045,0,5.663,15.336,0,19.106,23.099,10.344,34.292,22.109,0,19.709,0,0,4.192,0,0
GPB:bin_000168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.281,0,0,0,0,0,3.718,0,0,0,0,0,0,0,0,0,0,2.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000170,0,0,0,0,2.319,0,0,0,2.144,0,1.205,0,0,0,0,0,0,0,0,2.192,0,0,2.582,0,0,0,0,0,0,1.252,0,0,0,0,0,0.912,0,0,0,0,0,0,0,0.819,0,0,0,1.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054,0,0,0,0,0,0,0,1.139,0,0,0,0,0,0.729,0,0,0,0,0,0,0,0
GPB:bin_000171,8.878,0,0,0,0,0,0,0,10.294,2.408,2.266,0,0,0,0,4.276,2.621,0,5.448,0,0,6.566,8.339,0,4.456,0,0,0,0,0,0,6.457,0,0,0,6.877,0,3.038,0,0,3.003,0,3.367,4.199,0,0,4.617,7.806,0,5.33,0,12.727,7.439,0,0,5.544,0,8.678,0,3.669,5.523,0,6.357,0,0,0,11.272,0,5.993,0,0,0,6.731,0,0,7.532,0,2.651,3.156,7.687,0,5.383,0,0,0,9.176,4.197,2.421,6.305,5.194,0,4.84,0,2.518,7.002,3.421,0,6.626,2.76,3.114,0,5.112,8.181,5.615,3.526,5.794,3.508,0,0,3.848,2.516,2.132,0,0
GPB:bin_000172,27.122,0,0,0,0,0,0,0,0,4.655,0,0,0,0,0,0,0,0,0,0,0,9.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.148,0,0,0,0,0,0,0,0,7.13,0,0,0,0,0,0,0,9.289,0,0,12.473,0,0,0,0,0,5.038,0,0,0,0,0,8.599,0,0,0,0,9.254,7.179,0,0,0,0,0,0,0,3.276,0,0,0,0,0,0,0,18.295,0,0,0,0,0,0,4.435,0,0,0,0,0,0,0,1.957,1.964,0,0,0
GPB:bin_000173,12.721,26.833,0,0,0,0,0,0,0,4.243,0,0,0,0,0,0,0,0,0,0,0,18.204,0,0,0,6.547,0,0,26.643,0,0,32.285,0,0,0,0,0,0,0,0,7.216,0,0,0,0,0,0,0,0,11.167,0,0,0,0,0,11.138,7.933,15.871,0,0,9.226,0,0,0,0,0,6.959,0,7.04,0,0,0,13.378,0,14.985,0,0,7.29,9.546,0,0,0,0,0,0,0,12.518,0,11.928,0,0,0,0,0,10.686,0,3.443,0,0,0,0,9.786,0,6.204,0,0,0,0,7,4.448,4.302,0,0,0
GPB:bin_000175,0,0,0,49.958,4.238,0,10.99,12.803,16.052,0,3.758,0,0,0,0,0,0,4.072,0,16.776,0,0,41.257,0,0,0,0,0,0,6.56,0,0,1.004,0,0,1.606,0,0,2.624,0,0,0,0,4.765,0,0,0,2.353,14.698,0,0,0,0,0,0,0,0,0,0,0,0,0,50.135,5.31,0,20.161,0,36.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.043,14.306,0,0,0,0,0,0,47.504,0,0,0,0,0,8.667,0,0,0,0,0,18.321,0,0
GPB:bin_000176,0,0,0,0,5.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000178,0,0,0,0,0,0,0,0,0,2.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.694,0,0,0,0,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000181,15.077,0,0,0,8.669,0,8.124,5.609,29.141,7.092,0,0,0,0,0,0,0,11.929,0,8.632,0,26.816,14.729,9.801,0,0,0,0,0,10.192,0,0,10.989,0,0,21.297,0,0,17.792,0,9.078,0,0,15.19,0,0,5.079,25.02,0,18.607,0,0,0,0,0,23.23,0,20.865,0,0,8.668,0,0,21.429,0,0,7.323,9.157,7.04,0,0,0,5.944,0,0,0,6.393,17.126,9.474,6.475,0,0,0,0,0,5.449,10.698,0,18.179,0,0,0,0,0,12.913,0,0,3.445,0,0,0,26.326,0,0,0,20.797,0,0,0,9.888,10.87,0,0,0
GPB:bin_000183,0,0,0,0,0,0,0,0,0,0,1.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,0,0,0,0,0,0,3.734,4.391,0,0,0,0,0,0,0,1.63,0,0,0,0,0,0
GPB:bin_000184,21.895,31.652,0,20.928,10.573,0,25.269,16.515,51.712,6.759,19.444,12.895,0,22.125,0,0,24.336,18.515,0,6.608,31.622,29.969,47.968,30.99,0,25.779,0,0,47.318,50.311,58.392,31.852,26.17,45.235,13.188,20.595,26.421,17.085,39.239,4.291,33.072,0,24.136,35.323,0,12.067,57.705,21.002,13.783,35.602,20.846,30.096,0,8.101,16.661,58.761,29.97,27.413,3.436,0,16.053,0,37.413,46.447,0,19.485,4.221,40.038,8.582,0,35.951,55.708,16.201,35.857,96.018,28.445,13.192,9.312,14.548,30.466,13.56,16.768,48.368,0,42.191,106.222,27.824,10.41,21.242,14.409,38.951,44.779,9.735,28.335,17.537,17.98,13.895,28.292,35.642,13.393,21.815,20.928,26.102,41.663,16.116,39.414,21.237,24.339,29.934,10.801,9.967,17.137,0,0
GPB:bin_000185,2.956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.643,0,0,0,0,0,12.182,0,0,0,0,0,12.8,0,0,0,0,34.516,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000186,0,0,0,0,2.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.518,0,0,0,0,0,2.466,0,0,0,1.778,0,0,0,0,0,0,0,0,0,0,0.791,0,0,0,0,0,1.681,0,0,0,0,1.196,0,0,0,0,4.669,0,0,0,1.947,0,0,0,0,0,2.864,0,0,0,5.297,2.867,0,1.82,0,1.815,0,0.659,0,1.138,0,1.714,0,0,0,2.218,0,0,0,0,1.853,0,0,1.965,1.193,0,1.898,0,0,0,0,0,0.696,1.742,0,0,0.717,0,2.979,0,0,0,0,0
GPB:bin_000189,0,0,0,4.566,0,0,0,0,0,0,4.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.936,0,0,3.362,0,0,0,0,0,0,0,0,0,0,0,5.586,0,6.889,0,0,0,0,0,0,0,0,0,0,0,3.824,0,0,4.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.047,0,0,0,0,0,0,9.437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000190,23.067,0,0,0,0,0,0,0,0,6.918,0,0,0,0,0,0,0,0,0,0,0,63.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.506,0,0,0,0,0,0,0,11.686,0,0,0,0,0,0,0,0,3.652,0,0,0,0,0,6.355,0,0,0,0,8.702,0,0,0,0,0,0,0,0,8.23,0,3.081,0,0,0,0,0,0,0,0,0,0,0,0,25.522,0,0,0,0,0,0,0,47.593,70.373,0,0,0
GPB:bin_000192,0,0,0,0,0,0,0,0,0,2.267,0,0,0,0,0,0,0,0,0,0,1.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.952,0,1.795,0,0,0,1.633,0,0,0,0,1.626,0,0,0,0,0,0,0,0,0.965,0,0,0,0,0,0,0,0,0,2.471,1.401,1.464,0,0,1.228,0,1.377,0,1.56,0,0,0,0,1.218,0,0,0.887,0,0,0,0,0,0,1.066,1.061,0,0,0,0,0,0,2.76,0,0,2.601,1.467,0,0,0,0,0,0,0
GPB:bin_000193,1.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,0,0,0,0.685,0,0,0,0,0,0,0,0,0,0,0.719,0,0,0.675,0,0,1.229,0,0,1.15,0,0,0,0,0,0,1.408,0,0,0,0.604,0,0,0,0,0,0.8,0,0,0,0,0,0.694,0,0,0,0,0.657,0.651,0.645,0,0.661,0,0,0,0.974,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0.698,0,0.701,0,0,1.289,0,0,0,0,0
GPB:bin_000194,0,0,0,7.722,0,0,0,0,0,0,3.593,3.512,0,0,0,0,0,0,0,0,7.995,0,0,0,0,4.081,0,0,0,0,4.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.449,0,0,0,0,2.497,2.381,0,5.433,0,0,0,0,0,9.575,0,0,4.764,0,0,0,0,3.509,5.181,0,3.155,0,0,0,0,0,0,0,3.815,3.584,0,3.694,0,0,0,0,0,5.426,6.717,5.035,3.348,0,0,2.324,0,8.626,4.277,3.407,0,0,3.251,2.385,0,0,0,3.343,0,0,2.862,0,0
GPB:bin_000195,9.86,0,0,0,0,0,0,0,0,0.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,0,0,0,0,0,0,0,1.178,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0.945,0,0,0,0,0,5.67,0,0,0,0,0,2.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000197,36.867,0,0,30.804,0,0,0,0,0,11.973,45.403,39.782,0,39.31,0,0,0,0,0,0,59.494,49.865,0,0,0,18.991,0,0,0,0,86.437,5.672,0,18.278,95.971,0,6.162,0,0,0,22.405,5.308,0,0,0,141.205,5.093,0,7.863,22.938,21.8,0,0,24.503,47.843,14.205,44.633,26.435,4.364,0,28.015,0,69.17,0,0,10.261,32.663,0,8.829,2.946,82.045,59.175,35.52,30.439,0,0,0,34.877,16.41,4.335,14.815,4.333,37.444,0,58.28,3.656,23.92,0,26.572,0,30.946,89.067,3.683,20.972,36.998,0,31.817,0,38.263,36.952,102.868,18.288,0,21.649,10.171,0,0,4.379,39.575,15.411,17.52,7.22,0,0
GPB:bin_000198,4.25,0,0,0,0,0,0,0,0,1.144,1.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.387,0,0,0,0,0,0,0,0,2.708,0,0,0,0,0,0,0,0,0,0,1.317,0,3.325,0,0,0,0.953,0,0,0,0,0,2.133,0,0,0,0,2.242,1.519,0,0,0,0,0,0,0,0,0,0,0,0,2.978,0,0,1.229,0,0,0,0,1.914,0,0,0,0,0,0,0,0,0,0,0,1.295,0,0
GPB:bin_000199,0,0,0,7.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.663,0,4.57,0,0,0,0,0,0,0,0,0,0,0,5.537,0,0,5.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.156,0,0,0,0,0,0,0,0,0,0,4.867,4.203,0,0,0,0,0,4.105,3.121,0,0,0,0,0,0,0,3.832,0,0,0,2.851,0,0
GPB:bin_000200,0,0,0.748,6.791,0,0,0,0,0,0,0,0,0,1.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929,4.174,0,0,0,0,0,0,0,0,0,0,2.118,0,0,1.262,0,2.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.751,0,0,0,0,0,0,0,0,0,0,0,1.308,0,0,0,0,0,1.347,0,0,0,0,0,0,0,0,1.404,0,0,0,0,0,0
GPB:bin_000202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000204,0,0,0,2.454,0,0,0,0,0,0,3.828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.808,0,0,0,0,0,0,0,0,0,0,0,0,0,2.037,0,0,1.633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.279,1.461,0,0,0,0,0,6.839,1.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPB:bin_000206,0,0,0,0,2.01,0,0,3.647,0,0,0,0,0,0,0,0,0,0,0,2.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
