genome,D300769,D300820,D300821,D300822,D300823,D300824,D300825,D300826,D300827,D300828,D300829,D300830,D300831,D300832,D300833,D300834,D300835,D300836,D300837,D300838,D300839,D300840,D300841,D300842,D300843,D300844,D300845,D300846,D300847,D300848,D300849,D300850,D300851,D300852,D300853,D300854,D300855,D300856,D300857,D300858,D300859,D300860,D300861,D300862,D300863,D300864,D300865,D300866,D300867,D300868,D300869,D300870,D300871,D300872,D300873,D300874,D300875,D300876,D300877,D300878,D300879,D300880,D300881,D300882,D300883,D300884,D300885,D300886,D300887,D300888,D300889,D300890,D300891,D300892,D300893,D300894,D300895,D300896,D300897,D300898,D300899,D300900,D300901,D300902,D300903,D300904,D300905,D300906,D300907,D300908,D300909,D300910,D300911,D300912,D300913,D300914,D300915,D300916,D300917,D300918,D300919,D300920
TH1:bin_000161,0,1.082,0,1.886,0,1.141,0,0,0.79,0,0,0,0.667,0,0,0.996,0,0.818,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0.586,0,0,0,0,2.41,0,0,0,0,0,0,2.879,0.937,0,1.512,0,0,0,0,0,0,0,0.748,0,0,1.018,1.324,0,0,0,0,0,0,0,0,0,1.388,0,0,0,0,0,0,0,0,0,0,0,0,0,1.028,0,0,0,2.086,1.391,0,0,1.147,0,1.099
TH1:bin_000167,0,0,0,2.148,1.284,1.503,1.582,0,0,0,0,0,2.327,1.162,0,0,0,0,0,0,0,0,5.585,0,0,0,2.232,0,2.594,1.358,0,1.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.481,1.183,0.693,2.473,0,0,6.358,10.302,3.448,4.785,0,2.114,0,0,0,0,0,0,4.225,2.198,3.451,0,0,0,0,0,0,0,0,0,0,0,1.314,0,0,0,0,0,0,0,0,0,0,0,1.56,1.004,1.067,0,1.509,3.642,0,5.124,0,0,1.324,0.62
TH1:bin_000184,0,0,0,0,0,0,0,0,0,0,0,0,0,14.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865,7.392,0,1.513
TH1:bin_000194,0,0,1.064,0.655,0,0,1.185,0,0.67,0,0,2.19,0,0,0,0,0,0,0,0,0,0,2.652,0,0,0,0,0.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.222,0,0,0,0,0,0,0,1.53,0.544,3.21,0.824,0,2.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.623,0,1.088,0,0,0,0,0
TH1:bin_000195,0,0,0,0,0,1.318,0,0,0,0,0,0,0,6.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.929,0,0,0,0,0,0.894,0,0,0.741,0,0,0,0,2.595,0,1.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH1:bin_000198,0,1.239,1.909,0,0,0,0,0,0,0,0,1.009,1.715,0,0.915,2.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.017,0,0,0,0,0,0,0,0,0.662,0,0.881,0,0,0,0,0,0,0,0,0,0.654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH1:bin_000204,0,0,0.851,0,0,0,0,0,0,0,0,0,2.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.553,0,0,0,0,0,0,12.975,0,0,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.386,4.103,0,0,0,0,0,0,1.527,0,3.566
TH1:bin_000205,0,0,0,0,0,4.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.225,0,1.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH1:bin_000235,0,4.228,3.806,0,0,0,0,0,0,4.997,0,1.337,0.914,0,0,1.704,0,2.633,0,0,0,0,2.214,0,0,0,0,1.089,0,0,0,0,0,0,0,0,0,0,0,0,1.099,0,0,0,0,0,5.273,0,0,0,0,0,0,6.542,0,0,1.516,0.762,0,0,0,0,21.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,1.42,1.469,0.825,1.779,0,0
TH1:bin_000238,0,1.548,1.362,0,0.977,1.31,1.318,0,0.623,0,0,0.565,0.563,0,0,1.123,0,0.818,0,0,0,1.546,0,0,0,0,0.818,1.523,0.751,2.391,0,0.841,0,0,0,0,0,0,0,1.037,1.171,0.642,0,1.038,0,0.931,0.567,0.605,0,0.632,0,0,0.952,1.242,0.621,2.283,0.737,0,0,0,0,0,0,0,1.456,0.643,0,1.46,0,0,0,0,0,0,1.201,0,0.588,1.167,0,0,0,0,0,0,0,0,0,0,0,0.74,1.711,1.533,1.127,0.75,0.725,3.005,0.608,0,0,1.071,0.622,0.804
TH1:bin_000267,0,0,0,0.71,0,1.144,0,0,0,0,0,0,0,0,0.806,0,0.703,0.896,0,0,0,9.516,0,0,0,0,3.45,2.61,7.09,2.04,0,0,0,0,0,0.87,0,0,0,4.887,1.21,0,0,0,0,6.239,2.457,0,1.206,0,1.505,0,0,0,0,1.462,0,0.693,0,0.919,0.902,0,9.261,0,1.558,0,5.341,3.05,1.666,0,0,0,0,0,3.729,0,2.639,7.562,3.145,0,0,0,0,0,0,0,0,0,0,1.534,0.777,17.859,2.839,0.933,1.553,1.664,2.133,3.492,1.147,0,0.734,5.261
TH1:bin_000297,0,3.775,0.835,0,0,0,0,0,0.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915,0,0,1.01,0,0,0,0,0,0,3.291,1.777,1.191,0,0,0,0,0,0,0,0,0,0,0,6.274,0,0,0,0,0,0,0,0,0,0.811,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,0
TH1:bin_000304,0,2.752,0.817,1.244,2.152,0,0,0,0.813,0,0,1.161,1.173,1.088,1.217,0.971,0,0,0,0,0,0,0,0,0,0,1.374,1.224,2.059,5.395,0,0,0,0,0,0,0,0,0,1.804,1.07,1.101,0,1.948,0.834,1.616,1.503,0.991,0.718,0.807,0.87,0,0.809,0.936,1.056,0.916,0,0.653,0,0,0.753,0,0,0,1.007,0,1.334,0,0,0,0,0,0,0,5.273,0,0,2.645,0.709,0,0,0,0,0,0,0,0,0,0,1.877,1.022,1.732,1.065,0.852,1.286,2.678,1.625,1.186,0.874,1.916,0.778,1.459
TH2_00:bin_000015,0,0,0,0,0,0,0,0,0,0,0,4.446,0,0,6.18,2.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.616,3,1.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH2_00:bin_000027,0,15.707,18.251,9.708,1.338,1.38,3.385,0,0.769,0,0,0,0,0,1.834,6.666,0,1.66,0,0,0,0,1.708,0,0,0,1.635,4.505,0,2.769,0,0,0,0,0,0,0,0,0,2.718,4.727,0.943,2.537,2.857,1.354,2.591,0,0.657,0,0.85,0.632,0,8.808,14.554,2.319,4.121,1.272,0,0,0,1.822,0,11.124,2.55,3.12,2.285,0,7.176,0,0,0,0,0,0,0.725,0,0,1.202,0,0,0,0,0,0,0,0,0,0,0,0.747,3.012,1.071,1.023,0.754,0.731,9.01,0.773,0.818,0,0.672,0,1.055
TH2_00:bin_000029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059,1.018,0,4.877,0,0,0,0,0,0,0,0,0,0,0,0,0,2.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.631,0,0,2.601,6.138,0,0,0,0,4.619,0,0,0,0,0,0,0,0,0.759,5.449,9.664,16.757,0.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.357,0,0,0,0
TH2_00:bin_000135,0,0,0,0,0,0,3.03,0,0.999,0,0,1.045,0,0,3.524,0,0,0,0,0,0,0,0,0,0,0,2.691,0,0,0,0,0,0,0,0,0,0,0,0,2.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.844,0,0,0,0,0,0,0,1.141,0.981,0,0,0,0,0,0,0,0,0,1.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,0,0,0,0,0,0,3.017,0.867,2.842
TH2_07:bin_000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.364,0.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48,0,0,0,0,0,0,0,0,0,0,3.091,0,4.567,0,0,0,0,0,0,0,0,0,0,0,0,1.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH2_14:bin_000005,0,0,0,0,0,0,0,0.636,0,0.706,0,0,0,0,0,0,0,0,0,0.69,0.74,12.961,0,0,0,0,0,0,0.885,0,0,1.501,0,0,0.818,5.845,0,0,0,0,0,0,3.736,0,0.969,0,0,0,0,0,0.706,0,0,0,0,0,0,0,0,0,0,2.694,0,0,0,0,0,0,0,0,0,0,26.206,2.41,0,0,0,0,0,0,0,0,0,0,0,0,0,2.646,0,0,0,0,0,0,4.652,0,0,0,0,0,0,0
TH2_14:bin_000035,0,19.129,0,23.66,86.925,0.939,8.735,0,0,0,0,12.618,0,0,0,81.008,0,0,0,0,0,0,54.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.934,0,100.412,0,49.53,20.802,46.45,0,0,0,0,0,0,0,3.749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.727,0,0,0,0,0,0,0,0,6.723,0,2.2,0,0
TH2_14:bin_000048,0,0,0,0,0,0,0,0,0,0,0,0,1.439,0,0,0,0,0,0,0,0,0,8.902,0,0,0,0,0,0.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.788,0.925,0.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH2:bin_000028,0,0,0,0,0,0,0,0,0,0.925,0,0,0,1.09,0,0,0,0,0,0,0,43.892,0,0,0,0.756,0,0,0,0,0,1.173,0,0,0,3.721,1.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.462,0,2.508,0,5.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0,0,0
TH2:bin_000029,0,0,0,0,0,0,7.218,0,0,0.799,0,0,0,0,1.607,0,0,0,0,0,0,8.376,0,0,0,0,6.538,5.46,5.115,2.559,0,2.151,0,0,0,0,0.701,0,0,3.988,3.994,2.612,1.67,0,2.029,2.591,2.251,2.393,1.066,1.379,2.381,0,0,0,0,0,0,0,0,0,0,1.579,0,0.627,3.31,0.907,0,0,0,0,0,0,0,0,0,1.539,2.581,5.604,3.246,0,0,0,0,0,0,0,0,0,0,1.146,0,3.172,2.597,1.155,2.308,4.586,3.532,2.392,3.628,5.515,1.513,2.312
TH2:bin_000033,0,0,0,0,0,0,0,0,0,0,0,0,0.873,0,0,1.126,0,0.592,0,0,0,0,3.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.548,0,1.109,3.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.768,0,0
TH2:bin_000039,0,2.904,0,1.398,4.975,1.433,3.761,0,1.088,1.747,0,0.737,1.737,0.554,0.888,0,0,4.516,0,0,0,0,0,0,0,0,1.683,2.757,1.806,0.652,0,2.991,0,0,0,0,0,0,0,0.62,2.523,0,0,0,1.266,4.48,0,2.216,0,0.737,0,0,0,1.036,0,2.168,0.647,2.474,0,0,2.955,0,0,0.745,1.574,0.827,1.389,0,0,0,0,0,0,0,1.087,0,0,4.632,0,0,0,0,0,0,0,0,0,0,0,3.749,3.728,1.719,1.559,1.251,2.565,0,0,3.55,0.907,1.394,0.886,0.855
TH2:bin_000048,0,2.021,0,0,1.685,0,0.907,0,0,0,0,1.064,0,1.66,0.694,1.297,0,1.319,0,0,0,1.395,1.352,0,0,0,1.252,0.772,1.087,1.827,0,0,0,0,0,0,0,0,0,2.683,0,0,0,2.566,2.33,0,1.585,0,0,2.433,1.097,0,1.377,1.194,3.081,0.978,0,0,0,0,1.691,0,0,0.636,2.383,1.231,7.654,5.677,0,0,0,0,0,0,1.412,0,0,1.481,0,0,0,0,0,0,0,0,0,0,0,0.707,0.597,2.542,0.721,0.688,0,2.198,0.8,1.295,1.24,1.842,0.841,5.146
TH2:bin_000086,0,1.549,0,0,0,0,0,0,0,0,0,0,1.492,0.845,0,4.987,0,6.81,0,0,0,0,0.839,0,0,0,0,0.82,0,7.061,0,0,0,0,0,0,0,0,0,0,1.905,1.258,0,0,1.873,1.369,1.597,0,0,0,0,0,5.147,0,0,0,0,0,0,0,0,0,0,1.551,4.075,0,1.008,5.192,0,0,0,0,0,0,1.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,0,6.654,0,0,1.933,17.173,0,0,0,0
TH2:bin_000117,0,0,0,0,0,0,0,0,0,3.068,0,0.765,0,2.312,0.768,0,0,0.865,0,0,0,0,0,0,0,0,1.833,0.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.646,2.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.518,1.287,0.994,0,0.755,0,0,0,0,0,1.367,0,4.352,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.728,0,0,1.214,2.708,0,0,1.032,0,0.886
TH2:bin_000144,0,0,0.815,0,0,0,0,0,0,0,0,0,0.866,0,0.83,0.869,0,1.265,0,0,0,0.699,0,0,0,0,0.929,0.74,0.976,0,0,0,0,0,0,0,0,0,0,0.682,1.367,0,0,0,0,0.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.949,0,0,2.821,0,0,0,0,0,0,0,0,0,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0.702,0
TH2:bin_000149,0,0,0,0,0.7,0,0,0,0,0,0,0.818,0,2.026,1.668,0,0,0,0,0,0,0,0,0,0,0,1.272,1.376,6.461,2.559,0,1.419,0,0,0,0,0,0,0,1.521,0,1.095,1.879,0,0,5.759,1.226,1.029,1.323,1.866,1.157,0,0,0,0,0.767,0,0,0,0,0,0,0.897,0,2.389,0.759,3.192,5.193,0,0,0,0,0,0,0.666,0,0.658,5.942,1.361,0,0,0,0,0,0,0,0,0,0,3.014,1.111,2.712,5.137,1.495,0.933,0,4.02,1.193,2.208,0,1.451,0
TH2:bin_000162,0,6.011,5.723,8.955,2.379,2.513,1.429,0,3.154,0,0,0,0,0,5.29,1.27,1.409,1.85,0,0,0,0,11.456,0,0,0,0,0,0,7.498,0,0,0,0,0,0,0,0,0,0,2.279,1.933,0,0,0,5.052,15.173,0,7.523,0,2.16,0,2.827,4.816,8.182,3.067,1.657,0,0,0,0,0,0,0,0,2.286,0,2.588,0,0,0,0,0,0,0,0,0,1.482,3.921,0,0,0,0,0,0,0,0,0,0,3.667,0,16.164,13.568,12.685,0,2.123,24.822,9.204,1.182,0,0,0
TH2:bin_000184,0,0,0,0,0,0,0,0,0,0,0,1.663,2.712,0,0,3.251,0,0,0,0,0,0,2.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.049,0,0,0,0,0,0,0,0,0,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH2:bin_000196,0,0,0,0,0,2.047,8.029,0,0,0,0,2.15,0,1.022,3.929,0,0,0,0,0,0,0,2.284,0,0,0,4.783,0,0.972,0,0,0.63,0,0,0,0,0,0,0,6.819,0,0,0,0,0.646,0.815,1.787,0,1.268,0,0,0,0,0,0,7.142,0,2.064,0,0,0,0,0,3.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.281,0,1.508,1.301,0.726,0.802,0.634,5.471,2.008,6.803
TH2:bin_000197,0,0,0,0,0,0,0,0,0.572,0,0,0,1.146,1.011,1.115,0.714,0,2.163,0,0,0,0,0,0,0,0,0,1.268,1.497,1.076,0,1.037,0,0,0,0,0,0,0,0.804,0,0,0,0,3.305,3.427,1.49,0,0,2.243,0,0,0,0,0,0.594,0,0,0,0,0,0,0,0,1.671,1.997,3.682,0,0,0,0,0,0,0,0,0,0,1.182,0,0,0,0,0,0,0,0,0,0,0,0,0.641,1.072,1.284,0,0,1.804,1.297,1.883,0.706,5.102,2.154,2.967
TH2:bin_000202,0,0,0,0,0,0,0,0,1.402,0,0,0,0,1.714,1.282,0,0,0,0,0,0,4.202,0,0,0,0,2.438,0.66,0,2.267,0,0,0,0,0,0.797,1.098,0,0.867,1.4,0,0,0,0,0,1.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763,0,0,18.66,0,1.467,0,0,0,0,0,5.654,0.757,0.776,0,2.582,2.266,0,0,0,0,0,0,0,0,0,0,0,0.714,0,2.738,0,1.173,0,1.265,2.504,0.733,0.712,1.143,0,1.632
TH2:bin_000226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.122,0,0,0,0,0,0,0,0.987,0,6.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0,2.275,0
TH3_00:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.071,0,0,0,0,0,0,0,0,0,0,0,10.625,0,10.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.281,0,0,0,0,0,0,0,0,0,0,0,0,0,8.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.465,0,2.866
TH3_00:bin_000050,0,1.558,0.899,0,1.453,2.929,2.846,0,0,0,0,2.769,1.264,2.028,0.743,6.296,0,1.186,0,0,0,0,2.637,0,0,0,1.562,4.074,4.079,4.868,0,1.071,0,0,0,0,0,0,0.549,0.642,2.298,1.406,1.141,0,1.024,0.621,1.32,1.041,0,0.682,0,0,0.662,6.768,5.203,0.609,2.355,0.973,0,0,2.335,0,9.555,0.603,3.428,0.9,0.761,1.125,0,0,0,0,0,0,2.248,0,0.649,7.543,2.167,0,0,0,0,0,0,0,0,0,0,4.274,4.727,8.159,0,0.775,2.453,1.061,2.741,2.008,0.964,1.66,0,1.466
TH3_00:bin_000058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.719,4.181,5.913,0,0,0,0,0,0,0,0,0,0,7.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.236,2.931,0,0,0,0,0,0,0,0,0,0,0,1.026,0.917,0,0,0,0,0,0,0,0,0,0,0,0,0.948,0,0,0,0,0,0,0,0,0,0
TH3_00:bin_000059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,10.238,0,0.581,1.109,0,0,0,0,0,0,0,0,10.9,4.762,14.112,1.288,0,0,0,0,0,0.759,0,0,0,3.872,2.18,3.233,0,1.128,0,0,4.09,0,1.699,0,1.936,0,0,0,0,1.127,1.119,0,0,0,0,0,0,0,11.764,2.915,3.452,0,0,0,0,0,0,0,0,0,0,22.771,5.25,0,0,0,0,0,0,0,0,0,0,1.502,3.208,7.096,6.199,0.916,1.064,6.682,0.794,2.239,3.992,0,1.307,0
TH3_00:bin_000066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.268,0,5.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TH3_00:bin_000079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.179,0,0,0,0,0,0,0,0,0,0,0,0,0,3.219,0,0,0,0,0,2.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.081,0,0,0,0,0,13.275,0.781,0,0
TH3_00:bin_000097,0,15.094,12.822,0,0,1.808,0,0,0,0,0,6.962,7.493,1.65,2.384,1.963,0,0,0,0,0,0,0,0,0,0,0,86.918,0,3.023,0,0,0,0,0,0,0,0,0,0,97.212,23.636,0,0,0,0,0,0,0.948,0,0,0,3.476,7.846,3.259,6.739,0,3.121,0,0,0,0,0,0,7.059,0,0,0,1.751,0,0,0,0,0,0,0,0,0,1.175,0,0,0,0,0,0,0,0,0,0,0,10.621,0,14.44,16.336,17.039,0,0,3.67,5.464,0,4.173,0
TH3_00:bin_000115,0,0,0,0,0,0,0,0,0,0,0,0,0,2.175,0,0,0,0,0,0,0,0,0,0,0,0,12.856,0,9.285,1.4,0,0,0,0,0,0,0,0,0,0,0,0,4.947,0,6.491,0,15.892,3.603,0,0.687,2.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.547,0,0,0,0,0,0,0,0,2.134,0,0,8.478,1.614,0,0,0,0,0,0,0,0,0,0,4.862,6.978,7.724,9.014,0,19.876,5.947,0.886,0,6.975,1.442,2.381,1.744
TH3_00:bin_000145,0,0,0,0,0,0,0,0,0,0,0,1.854,1.637,0,0.681,0,0,0.683,0,0,0,0,0,0,0,0,5.258,1.024,2.164,0,0,0.896,0,0,0,0,0,0,0,0,0.726,0,0,0,0,0.635,1.953,0,0,0,1.135,0,0,0,0,0,0,0,0,0,0,0,0,0,2.423,0,0.681,0,0,0,0,0,0,0,0.79,0,0,0,1.542,0,0,0,0,0,0,0,0,0,0,0.84,0,0.851,3.147,0,2.465,0,2.277,2.041,1.853,4.928,1.104,2.22
TH3_00:bin_000147,0,0,0,0,0,0,0,0,0,0,0,0,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785,0.928,3.797,1.243,0,0,0,0,0,0,0,0,0,1.581,0,0.682,0,0,0,0.712,0.932,0,1.077,0,1.178,0,0,0,0,0,0,0,0,0,0,0,0,0.703,1.257,0,0.904,0,0,0,0,0,0,0,0,0,0,1.772,1.194,0,0,0,0,0,0,0,0,0,0,0.854,1.394,1.002,2.438,0.78,0,0,0,0,0,1.112,1.046,0.915
TH3_00:bin_000155,0,0,0,0,0,0,0,0,0,0,0,0,1.228,0,0,0,0,0,0,0,0,0,3.028,0,0,0,1.142,0.888,1.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,3.344,2.844,0,0,0,0,0,0,0,0,0,0,0,0.777,0,0,0,0,0,0,0,0,0,0,0
TH3_04:bin_000028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.022,2.008,3.975,71.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.395,17.927
TH3_21:bin_000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826,0,0,0,0,0,0,0,0,0,0,0,0,0,9.276,5.553,0,0,2.93,0,0,0,0,0,0,9.144,1.522,0.838,0,3.135,0,0.798,0,1.12,2.307,0,0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.196,1.497,0.881,2.328,0,0,0,6.788,0,6.38,5.643,0,0,0,0
TH3_21:bin_000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0.875,0,0,21.299,0,0,0,1.368,0,0,0,0,6.812,1.499,0,17.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.596,0,0,8.893,0,0,0
TH3_21:bin_000018,0,0,0,0,0,0,0,0,7.124,3.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.857,0,0,0,1.534,0,0,0,1.476,0,0,7.581,2.011,0,0,2.264,0,4.487,0,0,0,0,0,1.279,0,0,0,0,0,0,0,0,1.382,0,0,0,0,4.771,0,0,0,0,0,0,0,0,1.059,3.615,0,0,0,0,0,0,0,0,0,0,0,0,6.651,0.647,0,0,0,0,0,3.315,0,0,2.012,0,3.005,1.06,1.761
TH3:bin_000005,0,1.039,3.749,0,0,0,0,0,9.982,3.019,0,2.413,0.6,0,0.639,0.887,4.182,2.396,0,0,0,0,0,0,0,0,1.543,11.846,1.639,0,0,1.861,0,0,0,0,0,0,2.583,0,1.477,0,6.342,0,5.856,2.332,0.628,0,0,0,1.776,0,2.754,0,0,1.102,0,0,0,12.483,0.644,0,0,0,1.456,0.682,0,0,0,0,0,0,0,0,29.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641,1.391,0,0,1.799,0,4.211,1.496,12.88,1.566,0,0,0,0
